909.48,1128.67,0.0
2137.16,1608.49,0.0,50.0
2137.24,1608.92,0.0,50.0
2137.31,1609.36,0.0,50.0
2137.39,1609.79,0.0,50.0
2137.46,1610.23,0.0,50.0
2137.62,1611.1,0.0,50.0
2137.69,1611.53,0.0,50.0
2137.77,1611.97,0.0,50.0
2137.93,1612.83,0.0,50.0
2138.01,1613.27,0.0,50.0
2138.08,1613.7,0.0,50.0
2138.16,1614.14,0.0,50.0
2138.24,1614.57,0.0,50.0
2138.32,1615.01,0.0,50.0
2138.4,1615.44,0.0,50.0
2138.48,1615.87,0.0,50.0
2138.64,1616.74,0.0,50.0
2138.72,1617.18,0.0,50.0
2138.81,1617.61,0.0,50.0
2138.89,1618.04,0.0,50.0
2138.97,1618.48,0.0,50.0
2139.05,1618.91,0.0,50.0
2139.22,1619.78,0.0,50.0
2139.3,1620.21,0.0,50.0
2139.39,1620.65,0.0,50.0
2139.47,1621.08,0.0,50.0
2139.56,1621.51,0.0,50.0
2139.64,1621.95,0.0,50.0
2139.82,1622.81,0.0,50.0
2139.9,1623.25,0.0,50.0
2139.99,1623.68,0.0,50.0
2140.08,1624.11,0.0,50.0
2140.16,1624.55,0.0,50.0
2140.34,1625.41,0.0,50.0
2140.43,1625.84,0.0,50.0
2140.52,1626.28,0.0,50.0
2140.61,1626.71,0.0,50.0
2140.7,1627.14,0.0,50.0
2140.88,1628.01,0.0,50.0
2140.97,1628.44,0.0,50.0
2141.06,1628.87,0.0,50.0
2141.16,1629.3,0.0,50.0
2141.25,1629.74,0.0,50.0
2141.34,1630.17,0.0,50.0
2141.43,1630.6,0.0,50.0
2141.62,1631.46,0.0,50.0
2141.71,1631.89,0.0,50.0
2141.8,1632.33,0.0,50.0
2141.9,1632.76,0.0,50.0
2141.99,1633.19,0.0,50.0
2142.08,1633.62,0.0,50.0
2142.27,1634.48,0.0,50.0
2142.36,1634.91,0.0,50.0
2142.46,1635.35,0.0,50.0
2142.55,1635.78,0.0,50.0
2142.65,1636.21,0.0,50.0
2142.84,1637.07,0.0,50.0
2142.93,1637.5,0.0,50.0
2143.02,1637.93,0.0,50.0
2143.12,1638.37,0.0,50.0
2143.22,1638.8,0.0,50.0
2143.31,1639.23,0.0,50.0
2143.51,1640.09,0.0,50.0
2143.6,1640.52,0.0,50.0
2143.7,1640.95,0.0,50.0
2143.8,1641.38,0.0,50.0
2143.9,1641.81,0.0,50.0
2144,1642.24,0.0,50.0
2144.2,1643.1,0.0,50.0
2144.3,1643.53,0.0,50.0
2144.4,1643.96,0.0,50.0
2144.49,1644.4,0.0,50.0
2144.59,1644.83,0.0,50.0
2144.79,1645.69,0.0,50.0
2144.89,1646.12,0.0,50.0
2144.99,1646.55,0.0,50.0
2145.09,1646.98,0.0,50.0
2145.19,1647.41,0.0,50.0
2145.29,1647.84,0.0,50.0
2145.49,1648.7,0.0,50.0
2145.59,1649.13,0.0,50.0
2145.69,1649.57,0.0,50.0
2145.79,1650,0.0,50.0
2145.89,1650.43,0.0,50.0
2145.99,1650.86,0.0,50.0
2146.19,1651.72,0.0,50.0
2146.29,1652.15,0.0,50.0
2146.39,1652.58,0.0,50.0
2146.49,1653.01,0.0,50.0
2146.59,1653.44,0.0,50.0
2146.69,1653.87,0.0,50.0
2146.89,1654.73,0.0,50.0
2146.99,1655.16,0.0,50.0
2147.09,1655.59,0.0,50.0
2147.19,1656.02,0.0,50.0
2147.29,1656.46,0.0,50.0
2147.39,1656.88,0.0,50.0
2147.59,1657.75,0.0,50.0
2147.69,1658.18,0.0,50.0
2147.79,1658.61,0.0,50.0
2147.99,1659.47,0.0,50.0
2148.09,1659.9,0.0,50.0
2148.19,1660.33,0.0,50.0
2148.29,1660.76,0.0,50.0
2148.39,1661.19,0.0,50.0
2148.49,1661.62,0.0,50.0
2148.59,1662.05,0.0,50.0
2148.68,1662.48,0.0,50.0
2148.88,1663.35,0.0,50.0
2148.98,1663.78,0.0,50.0
2149.08,1664.2,0.0,50.0
2149.18,1664.64,0.0,50.0
2149.28,1665.07,0.0,50.0
2149.48,1665.93,0.0,50.0
2149.58,1666.36,0.0,50.0
2149.68,1666.79,0.0,50.0
2149.78,1667.22,0.0,50.0
2149.88,1667.65,0.0,50.0
2150.08,1668.51,0.0,50.0
2150.18,1668.94,0.0,50.0
2150.28,1669.37,0.0,50.0
2150.39,1669.8,0.0,50.0
2150.49,1670.23,0.0,50.0
2150.59,1670.66,0.0,50.0
2150.79,1671.52,0.0,50.0
2150.89,1671.95,0.0,50.0
2151,1672.38,0.0,50.0
2151.1,1672.81,0.0,50.0
2151.2,1673.24,0.0,50.0
2151.41,1674.1,0.0,50.0
2151.51,1674.53,0.0,50.0
2151.61,1674.96,0.0,50.0
2151.82,1675.82,0.0,50.0
2151.93,1676.25,0.0,50.0
2152.03,1676.68,0.0,50.0
2152.14,1677.1,0.0,50.0
2152.24,1677.53,0.0,50.0
2152.34,1677.96,0.0,50.0
2152.45,1678.39,0.0,50.0
2152.66,1679.25,0.0,50.0
2152.76,1679.67,0.0,50.0
2152.87,1680.1,0.0,50.0
2152.97,1680.53,0.0,50.0
2153.08,1680.96,0.0,50.0
2153.28,1681.82,0.0,50.0
2153.39,1682.25,0.0,50.0
2153.49,1682.68,0.0,50.0
2153.59,1683.11,0.0,50.0
2153.7,1683.54,0.0,50.0
2153.8,1683.97,0.0,50.0
2154.01,1684.83,0.0,50.0
2154.11,1685.26,0.0,50.0
2154.22,1685.69,0.0,50.0
2154.32,1686.12,0.0,50.0
2154.43,1686.55,0.0,50.0
2154.64,1687.4,0.0,50.0
2154.74,1687.83,0.0,50.0
2154.85,1688.26,0.0,50.0
2154.95,1688.69,0.0,50.0
2155.16,1689.55,0.0,50.0
2155.27,1689.98,0.0,50.0
2155.38,1690.4,0.0,50.0
2155.48,1690.83,0.0,50.0
2155.59,1691.26,0.0,50.0
2155.79,1692.12,0.0,50.0
2155.9,1692.55,0.0,50.0
2156,1692.98,0.0,50.0
2156.11,1693.41,0.0,50.0
2156.22,1693.84,0.0,50.0
2156.32,1694.27,0.0,50.0
2156.43,1694.69,0.0,50.0
2156.64,1695.55,0.0,50.0
2156.75,1695.98,0.0,50.0
2156.86,1696.41,0.0,50.0
2156.96,1696.84,0.0,50.0
2157.07,1697.27,0.0,50.0
2157.28,1698.12,0.0,50.0
2157.39,1698.55,0.0,50.0
2157.5,1698.98,0.0,50.0
2157.6,1699.41,0.0,50.0
2157.71,1699.84,0.0,50.0
2157.92,1700.7,0.0,50.0
2158.02,1701.13,0.0,50.0
2158.13,1701.56,0.0,50.0
2158.23,1701.98,0.0,50.0
2158.34,1702.41,0.0,50.0
2158.55,1703.27,0.0,50.0
2158.65,1703.7,0.0,50.0
2158.75,1704.13,0.0,50.0
2158.96,1704.99,0.0,50.0
2159.06,1705.42,0.0,50.0
2159.16,1705.85,0.0,50.0
2159.26,1706.28,0.0,50.0
2159.36,1706.71,0.0,50.0
2159.47,1707.14,0.0,50.0
2159.57,1707.57,0.0,50.0
2159.67,1708,0.0,50.0
2159.87,1708.86,0.0,50.0
2159.97,1709.29,0.0,50.0
2160.06,1709.72,0.0,50.0
2160.16,1710.15,0.0,50.0
2160.26,1710.58,0.0,50.0
2160.36,1711.01,0.0,50.0
2160.55,1711.87,0.0,50.0
2160.65,1712.3,0.0,50.0
2160.75,1712.73,0.0,50.0
2160.85,1713.16,0.0,50.0
2160.94,1713.6,0.0,50.0
2161.13,1714.46,0.0,50.0
2161.23,1714.89,0.0,50.0
2161.32,1715.32,0.0,50.0
2161.42,1715.75,0.0,50.0
2161.51,1716.19,0.0,50.0
2161.61,1716.62,0.0,50.0
2161.8,1717.48,0.0,50.0
2161.89,1717.91,0.0,50.0
2161.98,1718.34,0.0,50.0
2162.07,1718.78,0.0,50.0
2162.17,1719.2,0.0,50.0
2162.35,1720.07,0.0,50.0
2162.44,1720.5,0.0,50.0
2162.62,1721.36,0.0,50.0
2162.71,1721.8,0.0,50.0
2162.8,1722.23,0.0,50.0
2162.89,1722.66,0.0,50.0
2162.98,1723.1,0.0,50.0
2163.07,1723.53,0.0,50.0
2163.16,1723.96,0.0,50.0
2163.25,1724.39,0.0,50.0
2163.34,1724.83,0.0,50.0
2163.51,1725.69,0.0,50.0
2163.6,1726.12,0.0,50.0
2163.69,1726.56,0.0,50.0
2163.77,1726.99,0.0,50.0
2163.94,1727.86,0.0,50.0
2164.03,1728.29,0.0,50.0
2164.11,1728.73,0.0,50.0
2164.2,1729.16,0.0,50.0
2164.28,1729.59,0.0,50.0
2164.37,1730.03,0.0,50.0
2164.54,1730.9,0.0,50.0
2164.62,1731.33,0.0,50.0
2164.7,1731.76,0.0,50.0
2164.79,1732.2,0.0,50.0
2164.87,1732.63,0.0,50.0
2164.95,1733.06,0.0,50.0
2165.11,1733.93,0.0,50.0
2165.2,1734.36,0.0,50.0
2165.28,1734.8,0.0,50.0
2165.36,1735.23,0.0,50.0
2165.52,1736.1,0.0,50.0
2165.6,1736.54,0.0,50.0
2165.68,1736.97,0.0,50.0
2165.76,1737.41,0.0,50.0
2165.92,1738.28,0.0,50.0
2166,1738.71,0.0,50.0
2166.08,1739.15,0.0,50.0
2166.16,1739.58,0.0,50.0
2166.24,1740.01,0.0,50.0
2166.32,1740.45,0.0,50.0
2166.4,1740.88,0.0,50.0
2166.55,1741.75,0.0,50.0
2166.63,1742.19,0.0,50.0
2166.71,1742.62,0.0,50.0
2166.78,1743.06,0.0,50.0
2166.86,1743.49,0.0,50.0
2166.93,1743.93,0.0,50.0
2167.09,1744.8,0.0,50.0
2167.16,1745.23,0.0,50.0
2167.24,1745.66,0.0,50.0
2167.31,1746.1,0.0,50.0
2167.39,1746.54,0.0,50.0
2167.53,1747.41,0.0,50.0
2167.61,1747.84,0.0,50.0
2167.68,1748.28,0.0,50.0
2167.76,1748.71,0.0,50.0
2167.83,1749.15,0.0,50.0
2167.98,1750.02,0.0,50.0
2168.05,1750.46,0.0,50.0
2168.12,1750.89,0.0,50.0
2168.26,1751.77,0.0,50.0
2168.34,1752.2,0.0,50.0
2168.41,1752.64,0.0,50.0
2168.48,1753.07,0.0,50.0
2168.55,1753.51,0.0,50.0
2168.62,1753.94,0.0,50.0
2168.76,1754.81,0.0,50.0
2168.83,1755.25,0.0,50.0
2168.9,1755.68,0.0,50.0
2168.97,1756.12,0.0,50.0
2169.04,1756.56,0.0,50.0
2169.11,1756.99,0.0,50.0
2169.18,1757.43,0.0,50.0
2169.32,1758.3,0.0,50.0
2169.39,1758.73,0.0,50.0
2169.45,1759.17,0.0,50.0
2169.52,1759.61,0.0,50.0
2169.59,1760.05,0.0,50.0
2169.66,1760.48,0.0,50.0
2169.79,1761.36,0.0,50.0
2169.86,1761.79,0.0,50.0
2169.93,1762.23,0.0,50.0
2170,1762.67,0.0,50.0
2170.07,1763.1,0.0,50.0
2170.2,1763.98,0.0,50.0
2170.27,1764.41,0.0,50.0
2170.34,1764.85,0.0,50.0
2170.4,1765.29,0.0,50.0
2170.47,1765.72,0.0,50.0
2170.6,1766.6,0.0,50.0
2170.67,1767.04,0.0,50.0
2170.74,1767.47,0.0,50.0
2170.8,1767.91,0.0,50.0
2170.94,1768.78,0.0,50.0
2171.01,1769.22,0.0,50.0
2171.07,1769.66,0.0,50.0
2171.14,1770.09,0.0,50.0
2171.2,1770.53,0.0,50.0
2171.27,1770.96,0.0,50.0
2171.34,1771.4,0.0,50.0
2171.47,1772.28,0.0,50.0
2171.53,1772.71,0.0,50.0
2171.6,1773.15,0.0,50.0
2171.66,1773.59,0.0,50.0
2171.73,1774.02,0.0,50.0
2171.86,1774.9,0.0,50.0
2171.92,1775.33,0.0,50.0
2171.99,1775.77,0.0,50.0
2172.05,1776.21,0.0,50.0
2172.12,1776.64,0.0,50.0
2172.25,1777.52,0.0,50.0
2172.31,1777.95,0.0,50.0
2172.38,1778.39,0.0,50.0
2172.44,1778.83,0.0,50.0
2172.51,1779.26,0.0,50.0
2172.64,1780.14,0.0,50.0
2172.7,1780.58,0.0,50.0
2172.77,1781.01,0.0,50.0
2172.83,1781.45,0.0,50.0
2172.9,1781.88,0.0,50.0
2172.96,1782.32,0.0,50.0
2173.09,1783.19,0.0,50.0
2173.15,1783.63,0.0,50.0
2173.22,1784.07,0.0,50.0
2173.34,1784.94,0.0,50.0
2173.41,1785.38,0.0,50.0
2173.47,1785.82,0.0,50.0
2173.53,1786.25,0.0,50.0
2173.6,1786.69,0.0,50.0
2173.66,1787.13,0.0,50.0
2173.72,1787.57,0.0,50.0
2173.85,1788.44,0.0,50.0
2173.91,1788.88,0.0,50.0
2173.98,1789.32,0.0,50.0
2174.04,1789.75,0.0,50.0
2174.11,1790.19,0.0,50.0
2174.17,1790.63,0.0,50.0
2174.23,1791.07,0.0,50.0
2174.36,1791.94,0.0,50.0
2174.42,1792.38,0.0,50.0
2174.48,1792.82,0.0,50.0
2174.55,1793.25,0.0,50.0
2174.61,1793.69,0.0,50.0
2174.67,1794.13,0.0,50.0
2174.8,1795,0.0,50.0
2174.86,1795.44,0.0,50.0
2174.93,1795.88,0.0,50.0
2174.99,1796.32,0.0,50.0
2175.05,1796.75,0.0,50.0
2175.18,1797.63,0.0,50.0
2175.24,1798.07,0.0,50.0
2175.37,1798.94,0.0,50.0
2175.43,1799.38,0.0,50.0
2175.49,1799.82,0.0,50.0
2175.55,1800.25,0.0,50.0
2175.62,1800.69,0.0,50.0
2175.68,1801.13,0.0,50.0
2175.74,1801.57,0.0,50.0
2175.81,1802,0.0,50.0
2175.93,1802.88,0.0,50.0
2176,1803.32,0.0,50.0
2176.06,1803.75,0.0,50.0
2176.12,1804.19,0.0,50.0
2176.18,1804.63,0.0,50.0
2176.25,1805.07,0.0,50.0
2176.37,1805.94,0.0,50.0
2176.44,1806.38,0.0,50.0
2176.5,1806.82,0.0,50.0
2176.57,1807.26,0.0,50.0
2176.63,1807.69,0.0,50.0
2176.76,1808.57,0.0,50.0
2176.82,1809,0.0,50.0
2176.89,1809.44,0.0,50.0
2176.95,1809.88,0.0,50.0
2177.01,1810.31,0.0,50.0
2177.08,1810.75,0.0,50.0
2177.2,1811.62,0.0,50.0
2177.27,1812.06,0.0,50.0
2177.33,1812.49,0.0,50.0
2177.4,1812.93,0.0,50.0
2177.46,1813.37,0.0,50.0
2177.59,1814.24,0.0,50.0
2177.66,1814.68,0.0,50.0
2177.72,1815.11,0.0,50.0
2177.85,1815.99,0.0,50.0
2177.92,1816.42,0.0,50.0
2177.98,1816.86,0.0,50.0
2178.05,1817.3,0.0,50.0
2178.11,1817.73,0.0,50.0
2178.18,1818.17,0.0,50.0
2178.31,1819.05,0.0,50.0
2178.37,1819.48,0.0,50.0
2178.44,1819.92,0.0,50.0
2178.5,1820.36,0.0,50.0
2178.57,1820.79,0.0,50.0
2178.64,1821.23,0.0,50.0
2178.77,1822.1,0.0,50.0
2178.83,1822.54,0.0,50.0
2178.9,1822.97,0.0,50.0
2178.97,1823.41,0.0,50.0
2179.03,1823.85,0.0,50.0
2179.1,1824.29,0.0,50.0
2179.16,1824.72,0.0,50.0
2179.3,1825.6,0.0,50.0
2179.36,1826.03,0.0,50.0
2179.43,1826.47,0.0,50.0
2179.49,1826.91,0.0,50.0
2179.56,1827.34,0.0,50.0
2179.69,1828.21,0.0,50.0
2179.75,1828.65,0.0,50.0
2179.82,1829.09,0.0,50.0
2179.95,1829.96,0.0,50.0
2180.01,1830.4,0.0,50.0
2180.07,1830.84,0.0,50.0
2180.13,1831.27,0.0,50.0
2180.2,1831.71,0.0,50.0
2180.32,1832.59,0.0,50.0
2180.39,1833.02,0.0,50.0
2180.45,1833.46,0.0,50.0
2180.51,1833.9,0.0,50.0
2180.57,1834.34,0.0,50.0
2180.63,1834.77,0.0,50.0
2180.76,1835.65,0.0,50.0
2180.82,1836.09,0.0,50.0
2180.88,1836.52,0.0,50.0
2180.94,1836.96,0.0,50.0
2181,1837.4,0.0,50.0
2181.06,1837.84,0.0,50.0
2181.18,1838.71,0.0,50.0
2181.24,1839.15,0.0,50.0
2181.3,1839.59,0.0,50.0
2181.36,1840.02,0.0,50.0
2181.42,1840.46,0.0,50.0
2181.53,1841.34,0.0,50.0
2181.59,1841.78,0.0,50.0
2181.65,1842.21,0.0,50.0
2181.7,1842.65,0.0,50.0
2181.76,1843.09,0.0,50.0
2181.82,1843.53,0.0,50.0
2181.93,1844.4,0.0,50.0
2181.98,1844.84,0.0,50.0
2182.04,1845.28,0.0,50.0
2182.15,1846.15,0.0,50.0
2182.2,1846.59,0.0,50.0
2182.26,1847.03,0.0,50.0
2182.31,1847.47,0.0,50.0
2182.36,1847.91,0.0,50.0
2182.41,1848.35,0.0,50.0
2182.47,1848.79,0.0,50.0
2182.57,1849.66,0.0,50.0
2182.62,1850.1,0.0,50.0
2182.67,1850.54,0.0,50.0
2182.72,1850.98,0.0,50.0
2182.76,1851.42,0.0,50.0
2182.81,1851.86,0.0,50.0
2182.91,1852.74,0.0,50.0
2182.95,1853.17,0.0,50.0
2183,1853.61,0.0,50.0
2183.05,1854.05,0.0,50.0
2183.09,1854.49,0.0,50.0
2183.14,1854.93,0.0,50.0
2183.23,1855.81,0.0,50.0
2183.28,1856.25,0.0,50.0
2183.32,1856.69,0.0,50.0
2183.37,1857.13,0.0,50.0
2183.41,1857.57,0.0,50.0
2183.45,1858.01,0.0,50.0
2183.54,1858.89,0.0,50.0
2183.59,1859.33,0.0,50.0
2183.63,1859.77,0.0,50.0
2183.68,1860.21,0.0,50.0
2183.72,1860.65,0.0,50.0
2183.8,1861.53,0.0,50.0
2183.84,1861.97,0.0,50.0
2183.89,1862.41,0.0,50.0
2183.97,1863.29,0.0,50.0
2184.01,1863.72,0.0,50.0
2184.05,1864.16,0.0,50.0
2184.09,1864.6,0.0,50.0
2184.14,1865.04,0.0,50.0
2184.18,1865.48,0.0,50.0
2184.26,1866.36,0.0,50.0
2184.3,1866.8,0.0,50.0
2184.35,1867.24,0.0,50.0
2184.39,1867.68,0.0,50.0
2184.43,1868.12,0.0,50.0
2184.47,1868.56,0.0,50.0
2184.56,1869.44,0.0,50.0
2184.6,1869.88,0.0,50.0
2184.64,1870.32,0.0,50.0
2184.68,1870.76,0.0,50.0
2184.72,1871.2,0.0,50.0
2184.81,1872.08,0.0,50.0
2184.85,1872.52,0.0,50.0
2184.9,1872.96,0.0,50.0
2184.94,1873.4,0.0,50.0
2184.98,1873.84,0.0,50.0
2185.03,1874.28,0.0,50.0
2185.11,1875.16,0.0,50.0
2185.16,1875.6,0.0,50.0
2185.2,1876.04,0.0,50.0
2185.24,1876.47,0.0,50.0
2185.33,1877.36,0.0,50.0
2185.37,1877.8,0.0,50.0
2185.41,1878.24,0.0,50.0
2185.46,1878.67,0.0,50.0
2185.54,1879.55,0.0,50.0
2185.59,1879.99,0.0,50.0
2185.63,1880.43,0.0,50.0
2185.67,1880.87,0.0,50.0
2185.71,1881.31,0.0,50.0
2185.8,1882.19,0.0,50.0
2185.84,1882.63,0.0,50.0
2185.89,1883.07,0.0,50.0
2185.93,1883.51,0.0,50.0
2185.97,1883.95,0.0,50.0
2186.01,1884.39,0.0,50.0
2186.1,1885.27,0.0,50.0
2186.15,1885.71,0.0,50.0
2186.19,1886.15,0.0,50.0
2186.23,1886.59,0.0,50.0
2186.32,1887.47,0.0,50.0
2186.37,1887.91,0.0,50.0
2186.41,1888.35,0.0,50.0
2186.5,1889.22,0.0,50.0
2186.55,1889.66,0.0,50.0
2186.59,1890.1,0.0,50.0
2186.64,1890.54,0.0,50.0
2186.68,1890.98,0.0,50.0
2186.77,1891.86,0.0,50.0
2186.82,1892.3,0.0,50.0
2186.87,1892.74,0.0,50.0
2186.97,1893.62,0.0,50.0
2187.01,1894.05,0.0,50.0
2187.06,1894.49,0.0,50.0
2187.11,1894.93,0.0,50.0
2187.16,1895.37,0.0,50.0
2187.27,1896.25,0.0,50.0
2187.32,1896.68,0.0,50.0
2187.37,1897.12,0.0,50.0
2187.42,1897.56,0.0,50.0
2187.48,1898,0.0,50.0
2187.59,1898.88,0.0,50.0
2187.64,1899.32,0.0,50.0
2187.7,1899.76,0.0,50.0
2187.75,1900.19,0.0,50.0
2187.81,1900.63,0.0,50.0
2187.87,1901.07,0.0,50.0
2187.98,1901.94,0.0,50.0
2188.04,1902.38,0.0,50.0
2188.1,1902.82,0.0,50.0
2188.16,1903.26,0.0,50.0
2188.22,1903.69,0.0,50.0
2188.34,1904.57,0.0,50.0
2188.4,1905.01,0.0,50.0
2188.46,1905.44,0.0,50.0
2188.52,1905.88,0.0,50.0
2188.58,1906.32,0.0,50.0
2188.64,1906.76,0.0,50.0
2188.76,1907.63,0.0,50.0
2188.83,1908.07,0.0,50.0
2188.89,1908.51,0.0,50.0
2189.01,1909.38,0.0,50.0
2189.07,1909.82,0.0,50.0
2189.14,1910.25,0.0,50.0
2189.2,1910.69,0.0,50.0
2189.33,1911.57,0.0,50.0
2189.39,1912,0.0,50.0
2189.46,1912.44,0.0,50.0
2189.52,1912.88,0.0,50.0
2189.59,1913.31,0.0,50.0
2189.65,1913.75,0.0,50.0
2189.78,1914.62,0.0,50.0
2189.85,1915.06,0.0,50.0
2189.92,1915.49,0.0,50.0
2189.98,1915.93,0.0,50.0
2190.05,1916.37,0.0,50.0
2190.18,1917.24,0.0,50.0
2190.25,1917.68,0.0,50.0
2190.32,1918.11,0.0,50.0
2190.39,1918.55,0.0,50.0
2190.46,1918.99,0.0,50.0
2190.52,1919.42,0.0,50.0
2190.66,1920.3,0.0,50.0
2190.73,1920.73,0.0,50.0
2190.8,1921.17,0.0,50.0
2190.87,1921.61,0.0,50.0
2190.94,1922.04,0.0,50.0
2191.01,1922.48,0.0,50.0
2191.14,1923.35,0.0,50.0
2191.21,1923.79,0.0,50.0
2191.28,1924.23,0.0,50.0
2191.35,1924.66,0.0,50.0
2191.49,1925.54,0.0,50.0
2191.56,1925.97,0.0,50.0
2191.64,1926.41,0.0,50.0
2191.71,1926.84,0.0,50.0
2191.85,1927.71,0.0,50.0
2191.93,1928.15,0.0,50.0
2192,1928.59,0.0,50.0
2192.07,1929.02,0.0,50.0
2192.15,1929.46,0.0,50.0
2192.22,1929.89,0.0,50.0
2192.37,1930.76,0.0,50.0
2192.45,1931.2,0.0,50.0
2192.53,1931.63,0.0,50.0
2192.6,1932.07,0.0,50.0
2192.68,1932.5,0.0,50.0
2192.76,1932.94,0.0,50.0
2192.92,1933.81,0.0,50.0
2193,1934.24,0.0,50.0
2193.08,1934.68,0.0,50.0
2193.16,1935.11,0.0,50.0
2193.24,1935.55,0.0,50.0
2193.32,1935.98,0.0,50.0
2193.48,1936.85,0.0,50.0
2193.57,1937.29,0.0,50.0
2193.65,1937.72,0.0,50.0
2193.73,1938.15,0.0,50.0
2193.81,1938.59,0.0,50.0
2193.89,1939.02,0.0,50.0
2194.06,1939.89,0.0,50.0
2194.15,1940.32,0.0,50.0
2194.32,1941.19,0.0,50.0
2194.4,1941.62,0.0,50.0
2194.49,1942.06,0.0,50.0
2194.57,1942.49,0.0,50.0
2194.75,1943.35,0.0,50.0
2194.84,1943.79,0.0,50.0
2194.92,1944.22,0.0,50.0
2195.01,1944.65,0.0,50.0
2195.1,1945.09,0.0,50.0
2195.19,1945.52,0.0,50.0
2195.37,1946.38,0.0,50.0
2195.46,1946.82,0.0,50.0
2195.55,1947.25,0.0,50.0
2195.64,1947.68,0.0,50.0
2195.72,1948.12,0.0,50.0
2195.91,1948.98,0.0,50.0
2196,1949.41,0.0,50.0
2196.09,1949.85,0.0,50.0
2196.18,1950.28,0.0,50.0
2196.27,1950.71,0.0,50.0
2196.45,1951.58,0.0,50.0
2196.55,1952.01,0.0,50.0
2196.64,1952.44,0.0,50.0
2196.73,1952.87,0.0,50.0
2196.82,1953.3,0.0,50.0
2196.91,1953.73,0.0,50.0
2197.1,1954.6,0.0,50.0
2197.19,1955.03,0.0,50.0
2197.28,1955.46,0.0,50.0
2197.37,1955.89,0.0,50.0
2197.56,1956.76,0.0,50.0
2197.65,1957.19,0.0,50.0
2197.74,1957.62,0.0,50.0
2197.83,1958.05,0.0,50.0
2198.01,1958.91,0.0,50.0
2198.11,1959.35,0.0,50.0
2198.2,1959.78,0.0,50.0
2198.29,1960.21,0.0,50.0
2198.38,1960.64,0.0,50.0
2198.47,1961.08,0.0,50.0
2198.65,1961.94,0.0,50.0
2198.74,1962.38,0.0,50.0
2198.83,1962.81,0.0,50.0
2198.92,1963.24,0.0,50.0
2199.01,1963.67,0.0,50.0
2199.19,1964.54,0.0,50.0
2199.28,1964.97,0.0,50.0
2199.37,1965.41,0.0,50.0
2199.45,1965.84,0.0,50.0
2199.54,1966.27,0.0,50.0
2199.63,1966.7,0.0,50.0
2199.81,1967.57,0.0,50.0
2199.89,1968,0.0,50.0
2199.98,1968.44,0.0,50.0
2200.07,1968.87,0.0,50.0
2200.16,1969.3,0.0,50.0
2200.24,1969.73,0.0,50.0
2200.42,1970.6,0.0,50.0
2200.51,1971.03,0.0,50.0
2200.59,1971.46,0.0,50.0
2200.77,1972.33,0.0,50.0
2200.85,1972.76,0.0,50.0
2200.94,1973.2,0.0,50.0
2201.03,1973.63,0.0,50.0
2201.11,1974.06,0.0,50.0
2201.29,1974.93,0.0,50.0
2201.38,1975.36,0.0,50.0
2201.46,1975.79,0.0,50.0
2201.55,1976.23,0.0,50.0
2201.64,1976.66,0.0,50.0
2201.72,1977.09,0.0,50.0
2201.9,1977.96,0.0,50.0
2201.98,1978.39,0.0,50.0
2202.07,1978.82,0.0,50.0
2202.16,1979.26,0.0,50.0
2202.24,1979.69,0.0,50.0
2202.41,1980.56,0.0,50.0
2202.5,1980.99,0.0,50.0
2202.59,1981.42,0.0,50.0
2202.67,1981.86,0.0,50.0
2202.76,1982.29,0.0,50.0
2202.84,1982.72,0.0,50.0
2203.01,1983.59,0.0,50.0
2203.1,1984.03,0.0,50.0
2203.18,1984.46,0.0,50.0
2203.26,1984.89,0.0,50.0
2203.35,1985.33,0.0,50.0
2203.43,1985.76,0.0,50.0
2203.6,1986.63,0.0,50.0
2203.68,1987.06,0.0,50.0
2203.85,1987.93,0.0,50.0
2203.93,1988.37,0.0,50.0
2204.01,1988.8,0.0,50.0
2204.09,1989.23,0.0,50.0
2204.18,1989.67,0.0,50.0
2204.26,1990.1,0.0,50.0
2204.42,1990.97,0.0,50.0
2204.51,1991.4,0.0,50.0
2204.59,1991.84,0.0,50.0
2204.67,1992.27,0.0,50.0
2204.75,1992.7,0.0,50.0
2204.83,1993.14,0.0,50.0
2205,1994.01,0.0,50.0
2205.08,1994.44,0.0,50.0
2205.16,1994.87,0.0,50.0
2205.24,1995.31,0.0,50.0
2205.32,1995.74,0.0,50.0
2205.41,1996.17,0.0,50.0
2205.57,1997.05,0.0,50.0
2205.65,1997.48,0.0,50.0
2205.73,1997.92,0.0,50.0
2205.81,1998.35,0.0,50.0
2205.89,1998.78,0.0,50.0
2205.97,1999.22,0.0,50.0
2206.14,2000.09,0.0,50.0
2206.22,2000.52,0.0,50.0
2206.3,2000.96,0.0,50.0
2206.38,2001.39,0.0,50.0
2206.46,2001.83,0.0,50.0
2206.54,2002.26,0.0,50.0
2206.7,2003.13,0.0,50.0
2206.78,2003.56,0.0,50.0
2206.86,2004,0.0,50.0
2207.01,2004.87,0.0,50.0
2207.09,2005.3,0.0,50.0
2207.17,2005.74,0.0,50.0
2207.25,2006.17,0.0,50.0
2207.33,2006.61,0.0,50.0
2207.49,2007.48,0.0,50.0
2207.57,2007.91,0.0,50.0
2207.64,2008.35,0.0,50.0
2207.72,2008.78,0.0,50.0
2207.8,2009.21,0.0,50.0
2207.88,2009.65,0.0,50.0
2208.04,2010.52,0.0,50.0
2208.12,2010.95,0.0,50.0
